episode,total_reward
1198,-1505.6970948576927
1199,-1505.9891532957554
1200,-1506.5150737389922
1201,-1506.0154454186559
1202,-1505.7120352610946
1203,-1504.5624983757734
1204,-1505.3865769058466
1205,-1507.323185607791
1206,-1506.1022765263915
1207,-1504.8151428550482
1208,-1505.0711193233728
1209,-1505.8432080596685
1210,-1504.6996107697487
1211,-1505.432260811329
1212,-1506.4985766932368
1213,-1505.211753718555
1214,-1505.5206982120872
1215,-1505.46761444211
1216,-1506.1118982732296
1217,-1506.1803655475378
1218,-1505.8391067013144
1219,-1505.3955162540078
1220,-1505.235030427575
1221,-1506.9131855517626
1222,-1505.4294283539057
1223,-1497.197049561888
1224,-1505.7587626427412
1225,-1504.0843907222152
1226,-1504.8074456974864
1227,-1505.157326824963
1228,-1504.8114945814013
1229,-1506.2656717300415
1230,-1505.005657054484
1231,-1505.4104914218187
1232,-1505.8732354342937
1233,-1505.1625425890088
1234,-1505.3738962709904
1235,-1505.2157170251012
1236,-1505.737307794392
1237,-1506.074327647686
1238,-1505.4278692007065
1239,-1505.9737423285842
1240,-1506.2075232490897
1241,-1505.9448182880878
1242,-1505.9333235248923
1243,-1506.3018478676677
1244,-1504.7466216683388
1245,-1506.092620946467
1246,-1504.6683254763484
1247,-1505.607967339456
1248,-1504.097942084074
1249,-1505.6455124914646
1250,-1506.7844784110785
1251,-1506.983419187367
1252,-1505.6794411316514
1253,-1506.390822455287
1254,-1505.8647185862064
1255,-1505.2411095872521
1256,-1504.6733448505402
1257,-1505.474399112165
1258,-1505.6517709121108
1259,-1504.834577061236
1260,-1505.3337801098824
1261,-1505.1994489878416
1262,-1505.260363407433
1263,-1505.9352111518383
1264,-1506.2335801944137
1265,-1502.900997377932
1266,-1505.141358949244
1267,-1504.6699002161622
1268,-1505.4435961991549
1269,-1506.0403963774443
1270,-1505.1107913181186
1271,-1505.1119057759643
1272,-1506.2711530774832
1273,-1504.8275309056044
1274,-1506.2467131018639
1275,-1505.8533454164863
1276,-1505.871778100729
1277,-1505.5914947837591
1278,-1505.236874870956
1279,-1505.483662970364
1280,-1495.611102975905
1281,-1505.362332418561
1282,-1504.131380468607
1283,-1505.5087908655405
1284,-1505.1956564188004
1285,-1504.811534538865
1286,-1506.000237070024
1287,-1505.053986221552
1288,-1505.739122018218
1289,-1506.0666090771556
1290,-1504.8872973620892
1291,-1515.2477640807629
1292,-1504.4535159245133
1293,-1505.6268787011504
1294,-1505.0315632745624
1295,-1505.8303938955069
1296,-1504.2967626601458
1297,-1504.1889180466533
1298,-1506.521078079939
1299,-1504.5946650728583
1300,-1505.673955410719
1301,-1506.0412620455027
1302,-1503.6859084516764
1303,-1506.2734294310212
1304,-1505.3725542202592
1305,-1505.9279219955206
1306,-1506.1285201013088
1307,-1505.5742279961705
1308,-1505.0941190123558
1309,-1504.9105420410633
1310,-1505.5082842037082
1311,-1505.23695589602
1312,-1506.320590980351
1313,-1506.5188498347998
1314,-1505.2055089995265
1315,-1505.8001449257135
1316,-1505.3060345128179
1317,-1506.0516661778092
1318,-1505.5980937704444
1319,-1496.2750673219562
1320,-1505.440404780209
1321,-1504.712174475193
1322,-1505.1788679882884
1323,-1505.504191286862
1324,-1505.5769617706537
1325,-1505.8541633933783
1326,-1506.5825310721993
1327,-1505.6380460858345
1328,-1506.8910581097007
1329,-1506.2378627434373
1330,-1506.0714139193296
1331,-1506.7387705668807
1332,-1505.3043192327023
1333,-1504.9509744271636
1334,-1495.8734927624464
1335,-1506.4455454349518
1336,-1506.0916375219822
1337,-1505.904413484037
1338,-1505.4793625026941
1339,-1505.677507095039
1340,-1504.353931672871
1341,-1505.7988856732845
1342,-1505.4512266144156
1343,-1495.6749326065183
1344,-1504.2245865687728
1345,-1504.8388404548168
1346,-1505.0211773216724
1347,-1505.2815419211984
1348,-1506.288986377418
1349,-1505.5751739367843
1350,-1506.279021129012
1351,-1504.27685662359
1352,-1506.6994681060314
1353,-1505.5161768198013
1354,-1505.8667299374938
1355,-1505.1451114416122
1356,-1506.1487069875002
1357,-1505.2465587332845
1358,-1503.5792770013213
1359,-1505.6875617951155
1360,-1506.1618055403233
1361,-1495.0690139830112
1362,-1504.949544519186
1363,-1503.8213142678142
1364,-1505.6140262112021
1365,-1504.832212485373
1366,-1505.502575442195
1367,-1505.358320362866
1368,-1505.0700972154737
1369,-1505.3739001899958
1370,-1504.233828485012
1371,-1504.8546043932438
1372,-1504.9539200887084
1373,-1504.791612803936
1374,-1504.5826418027282
1375,-1505.6888787150383
1376,-1505.3109483122826
1377,-1504.7381579130888
1378,-1506.5838118717074
1379,-1505.3883951753378
1380,-1505.117006137967
1381,-1505.019280768931
1382,-1506.148122601211
1383,-1504.648569189012
1384,-1505.0182940661907
1385,-1505.4234234318137
1386,-1505.9153883904219
1387,-1506.176192291081
1388,-1506.4312167689204
1389,-1505.4008439332247
1390,-1505.827109515667
1391,-1506.0411866381764
1392,-1505.901726655662
1393,-1504.310255907476
1394,-1506.0119157582521
1395,-1496.1597018688917
1396,-1504.7615486234426
1397,-1505.2518579140306
1398,-1505.6567408517003
1399,-1506.614170461893
1400,-1505.2778802737594
1401,-1503.9842740371823
1402,-1507.2117120698094
1403,-1506.4991415813565
1404,-1505.9138773232698
1405,-1506.0705144554377
1406,-1516.9659275114536
1407,-1506.3048102110624
1408,-1505.9536157771945
1409,-1505.2708812877536
1410,-1505.5207555294037
1411,-1505.6124989762902
1412,-1505.5006926059723
1413,-1506.2399147376418
1414,-1505.617713138461
1415,-1505.1073157340288
1416,-1506.0394041538239
1417,-1505.3724240288138
1418,-1504.8574640601873
1419,-1506.0566449165344
1420,-1505.7238556146622
1421,-1504.8379907086492
1422,-1504.764107838273
1423,-1506.143927037716
1424,-1506.1329699605703
1425,-1505.8979249224067
1426,-1506.5829265713692
1427,-1505.917971841991
1428,-1506.444578461349
1429,-1506.5474393963814
1430,-1506.3476944863796
1431,-1505.7982968539
1432,-1506.1910314708948
1433,-1506.588247321546
1434,-1505.9488902315497
1435,-1505.780790746212
1436,-1506.1777969822288
1437,-1505.6998484358191
1438,-1505.26831189543
1439,-1505.8218588754535
1440,-1504.9584481939673
1441,-1505.757875494659
1442,-1515.5279637351632
1443,-1506.1002192050219
1444,-1505.585128724575
1445,-1505.7026327624917
1446,-1505.9788621217012
1447,-1504.4326361864805
1448,-1505.638656809926
1449,-1506.285981155932
1450,-1506.4548717290163
1451,-1506.400264263153
1452,-1505.0710079446435
1453,-1504.8033105432987
1454,-1505.8286381661892
1455,-1505.3375263288617
1456,-1505.9234110713005
1457,-1505.8522746190429
1458,-1506.1960462927818
1459,-1505.4269465729594
1460,-1505.4126100987196
1461,-1504.672748118639
1462,-1504.9898076951504
1463,-1505.2478116303682
1464,-1506.366767257452
1465,-1505.8674703910947
1466,-1505.7902516126633
1467,-1505.6744283884764
1468,-1505.277405448258
1469,-1506.1621195450425
1470,-1506.5243316143751
1471,-1504.783758416772
1472,-1505.5921395123005
1473,-1504.749200604856
1474,-1505.0644533634186
1475,-1504.2949971109629
1476,-1505.28332541883
1477,-1505.6271325796843
1478,-1506.09852386266
1479,-1505.7387641370296
1480,-1504.0910416021943
1481,-1503.98620698601
1482,-1505.5926883742213
1483,-1505.4117190614343
1484,-1505.5010030716658
1485,-1504.4028428718448
1486,-1505.6459251865745
1487,-1505.0392585024238
1488,-1504.6781892850995
1489,-1505.5888171866536
1490,-1505.007334291935
1491,-1505.3974623456597
1492,-1505.6416124477983
1493,-1504.5170369818807
1494,-1505.7209935858846
1495,-1506.4000920504332
1496,-1505.8592573031783
1497,-1506.02763171494
1498,-1504.9076646342874
1499,-1502.4435281828046
1500,-1506.2650282159448
1501,-1505.9425553455949
1502,-1505.685719743371
1503,-1505.999156318605
1504,-1505.2055367976427
1505,-1505.640800461173
1506,-1505.49641045928
1507,-1505.4994806349277
1508,-1504.430106304586
1509,-1506.2583225667477
1510,-1506.2506933510303
1511,-1506.4061300456524
1512,-1505.917535789311
1513,-1505.063387952745
1514,-1507.084155984223
1515,-1506.4288726001978
1516,-1504.4342007935047
1517,-1506.8453489243984
1518,-1506.3315725773573
1519,-1494.8277067169547
1520,-1505.9277269542217
1521,-1505.7024138718843
1522,-1505.8254534378648
1523,-1506.143826328218
1524,-1505.950654529035
1525,-1505.3521052449942
1526,-1506.1771552935243
1527,-1505.044039748609
1528,-1505.632507070899
1529,-1506.7383362427354
1530,-1505.7080827653408
1531,-1505.5775528624654
1532,-1506.3628833964467
1533,-1505.8090632855892
1534,-1504.870342426002
1535,-1505.6952447220683
1536,-1506.8192824982107
1537,-1505.495141491294
1538,-1505.8958981186152
1539,-1505.465875647962
1540,-1505.8806661814451
1541,-1505.6473935171962
1542,-1505.272796779871
1543,-1506.1322109997272
1544,-1504.4837379008532
1545,-1506.3771776258945
1546,-1505.113733753562
1547,-1505.8534858748317
1548,-1504.9226631075144
1549,-1506.5072018876672
1550,-1505.930068001151
1551,-1504.695184521377
1552,-1506.1306758224964
1553,-1505.7491963803768
1554,-1504.8868291452527
1555,-1505.7438675910234
1556,-1504.597716346383
1557,-1504.7712875008583
1558,-1504.9943722337484
1559,-1507.0794880464673
1560,-1505.590035893023
1561,-1504.6980733051896
1562,-1506.0919172093272
1563,-1506.0680561885238
1564,-1506.221065506339
1565,-1504.456984758377
1566,-1505.2284308895469
1567,-1505.684154883027
1568,-1506.4057604670525
1569,-1506.2156394049525
1570,-1506.404033832252
1571,-1505.5674337148666
1572,-1506.227866023779
1573,-1505.3376373201609
1574,-1506.3243097364902
1575,-1505.2736802771688
1576,-1505.1759954243898
1577,-1506.6093658804893
1578,-1505.017665989697
1579,-1505.272165581584
1580,-1506.6427131518722
1581,-1505.9147755876184
1582,-1505.491969563067
1583,-1505.3411183133721
1584,-1505.3055497780442
1585,-1504.5219670310616
1586,-1505.2059887945652
1587,-1506.297044672072
1588,-1505.9551394954324
1589,-1505.320791170001
1590,-1504.6937923058867
1591,-1505.4089727848768
1592,-1505.1826762333512
1593,-1506.0714416503906
1594,-1506.6994012519717
1595,-1506.5017324015498
1596,-1504.8167335242033
1597,-1506.7187095209956
1598,-1505.4008242562413
1599,-1504.9008755981922
1600,-1505.9664392098784
1601,-1505.8003687039018
1602,-1505.061649903655
1603,-1505.7723223417997
1604,-1505.443183042109
1605,-1505.622441187501
1606,-1505.6520922482014
1607,-1505.6890299990773
1608,-1505.6187133416533
1609,-1506.0563686341047
1610,-1505.115045376122
1611,-1505.3899940401316
1612,-1506.4032654315233
1613,-1506.1269813925028
1614,-1505.0257611870766
1615,-1504.007509432733
1616,-1505.4556818976998
1617,-1504.7691944018006
1618,-1506.362885273993
1619,-1506.2292665988207
1620,-1506.0198430940509
1621,-1506.005537815392
1622,-1504.924624055624
1623,-1506.1129273548722
1624,-1505.8679668530822
1625,-1505.4768151119351
1626,-1506.0941667929292
1627,-1504.2427499741316
1628,-1505.6140014752746
1629,-1505.6283326745033
1630,-1506.1417013704777
1631,-1496.4424114078283
1632,-1505.1475981473923
1633,-1505.5410347655416
1634,-1505.7050403803587
1635,-1504.3756263777614
